step,val-aux/charades_sta/answered/mean@1,val-aux/charades_sta/evidence_iou/mean@1,val-aux/charades_sta/format_score/mean@1,val-aux/charades_sta/judge_used/mean@1,val-aux/charades_sta/num_tool_calls/mean@1,val-aux/charades_sta/reward/mean@1,val-aux/charades_sta/score/mean@1,val-aux/num_turns/max,val-aux/num_turns/mean,val-aux/num_turns/min,val-core/charades_sta/acc/mean@1
0,0.997494,0.475354,0.498747,0,1,0.976608,0.976608,4,4,4,0.00250627
